 Hey folks, welcome to the show. We are glad that you are joining us today. Again, for those of you that are listening on the podcast, we are also doing this on video.
 So you can catch that at clo.tv.co.tv. You can see the videos that we've been shooting of the podcast lately. So you can listen to it, but you can watch it as well.
 So that's completely up to you, whichever version of me you like better. So some of you might not want to watch me. That's perfectly fine. I get that.
 So today we are talking about the stress effects. Our episode today is called the stress effect. And the reason why we are focusing on this is because right now, guess what?
 But there is a lot of stress going on in this world. There's a lot of things happening now. Lately we've been talking about how businesses reopening again doors are reopening again. There's a lot of change that's going for the positive. But oh my gosh.
 There's a lot of negative as well. There's a lot of junk going on in this world right now. There's a lot of junk going on in this country. So today we're going to be kind of talking about how do the different personality styles respond to stress.
 So this was a great question that was asked during the next level leadership live event on the Facebook feed where one of our clients next level mastermind clients,
 strapline client all that fun stuff Chris Campass a question how do the different personality styles respond to stress. And so jumped in and answered that kind of quickly, but wanted to share that with you guys as well.
 And so it's a lot of different personality styles. What does stress look like to the different personality styles? What are the responses look like? What is healthy unhealthy? What is mature? What is immature?
 What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good for you? What is good
 And joining me on the show today is Brian. Brian is going to be interviewing me and talking through all this fun stuff with me and we have had a lot of fun as we've been putting this together and discussing through the different personality styles. So we are going to dig into that and come back right after this.
 Welcome to the Chris LaCardo Show where we discuss leadership and life and discover that business is what you do not who you are.
 All right, we are talking about the stress effect and we're going to be digging into a lot of personality style information and so Brian is joining me on the show.
 Welcome Brian. Happy to be here. Glad you're here. Thank you. Good to see you on this video. How do you call that? Vad. Vad.
 Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad. Vad
 I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine. I'm going to be a good friend of mine
 I think that is what we are doing. I think that is what we are doing. I think that is what we are doing. I think that is what we are doing.
 I think that is what we are doing. I think that is what we are doing. If I am not aware of what I am feeling and what is going on inside of me and get out of my own head and you mentioned a minute ago about being healthier unhealthy and what are those responses look like and we are going to get into that.
 I have to understand myself and be aware. Some of that factors into maturity and healthy but really the underlying thing here today is self awareness so that we can be in a position to manage that stress better and a healthy way and help others which is where we are going to go.
 Absolutely. Three major things we want to teach on this episode is one. Realize what stress is. We talked about this during the next level leadership live event. Heather taught us in her lesson and teaching what exactly stress is how the body responds all that kind of stuff.
 Interestingly there are a lot of people who don't recognize that they have stress or that they experienced stress. In truthfully we all do. Stress is a body's response.
 Our body responds to things. We have the sympathetic nervous system, the pair sympathetic nervous system. Our body responds to stress by saying, "I have to either create things because something is stressful right now or I have to not be in a stressful mode."
 I'm just going to simplify this very easily and say we have situations where stress is not all stress is bad.
 We have times where we need a little bit of stress because it's pushing our body to accomplish something.
 Maybe it's during exercise or maybe it's during a stressful situation. Then we have heavy levels of stress which would be that fight or flight mode.
 I would stay and focus on this thing or get my body out of here because this is overwhelming.
 Then we have the opposite of that which would be considered like the rest and digest where the body can settle down and say, "Okay, we're not experiencing stress right now. We don't have to focus on this.
 We can just continue to rest, repair, rejuvenate the body."
 I think so much of what we want to take out of this season. If folks are listening or watching and are thinking, "I don't know what they're talking about. Why is anybody stressed right now?"
 I think there's nothing stressed about that.
 That is such an enviable position. Maybe they've been in the mountains and disconnected from the world.
 Most of us are feeling something, even if it's not registering. I'm thinking without stress, we can't grow.
 Growth comes from responding to challenges to being under some kind of pressure, whether it's self-inflicted or enforced or responding and learning how to respond in a healthy way.
 The idea is that self-awareness can take us to a healthier place. We can actually come out of this season that we're in. Let's hope it's just a limited season.
 We can come out of this so much better and so much equipped, well equipped to and prepared to respond to stress better later on.
 If we'll use this training season. That's one of the things we teach a lot, especially in the next level of life.
 Folks look at a lot of stressful situations in their life and they go, "Oh my gosh, this is so horrible. This is so bad. Look at these bad times. I've experienced.
 Look at this bad junk." What we teach, whether you're a believer or not.
 When I say believer, believer in Christ, stress causes growth one way or another. I always say that it's helpful if you actually utilize it.
 The opportunities there. If you take the stressful situation and turn it into something good that's fantastic.
 What we discover next level of life is so many of the heavy stress or good stress situations actually creates a lot of our character.
 It creates decision making. Sometimes it creates good decision making. Sometimes it creates crappy decision making.
 But either way we grow from it.
 Let me just toggle off for that for a second because so much of our poor decision making comes out of responding to stress or stressful situations in a poor way.
 In an unhealthy way or an immature way. Hopefully some of the skillset that we're developing right now is learning to manage that, not just cope but grow through that.
 So that we can still make good decisions.
 Right now it is so critical. Whether you're a business owner or you're a parent and a family situation, you're making financial decisions.
 There's all these different kinds of decisions that are being made right now in this season under pressure.
 And how we respond to that is critical. It's crucial.
 That's something that's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 That's not happening.
 yourselves.
 (upbeat music)
